name,population,latitude,longitude,dst_offset,raw_offset,total_offset,timezone,sunset_utc
szczecin,413658.0,53.439531,14.593891,3600,3600,7200,0,1406746860
omaha,413487.0,41.2586111,-95.9375,3600,-21600,-18000,0,1406770920
magnitogorsk,413357.0,53.418611,59.047222,0,21600,21600,0,1406736180
jhansi,412968.0,25.433333,78.583333,0,19800,19800,0,1406727120
santos,411411.0,-23.95,-46.333333,0,-10800,-10800,0,1406752860
toulouse,411145.0,43.599516,1.433188,3600,3600,7200,0,1406747940
maturin,410967.0,9.75,-63.1766667,0,-16200,-16200,0,1406759700
ardabil,410773.0,38.2498,48.2933,3600,12600,16200,0,1406735880
murcia,410364.0,37.987041,-1.130042,3600,3600,7200,0,1406747700
chaoyang,410005.0,41.570278,120.458611,0,28800,28800,0,1406719020
kursk,409435.0,51.737329,36.187349,0,14400,14400,0,1406741220
kitchener,409111.0,43.45,-80.5,3600,-18000,-14400,0,1406767560
panama,408188.0,8.9666667,-79.5333333,0,-18000,-18000,0,1406763600
shiyan,408055.0,32.6475,110.778056,0,28800,28800,0,1406720160
santiago del estero,407636.0,-27.795112,-64.261489,0,-10800,-10800,0,1406756820
bien hoa,407224.0,10.95,106.816667,0,25200,25200,0,1406719020
resistencia,406967.0,-27.46056,-58.983886,0,-10800,-10800,0,1406755560
ribeirao das neves,406840.0,-19.783333,-44.1,0,-10800,-10800,0,1406752740
hirakata,406335.0,34.8,135.633333,0,32400,32400,0,1406714460
denpasar,405959.0,-8.65,115.216667,0,28800,28800,0,1406715420
tanta,404934.0,30.7911111,30.9980556,0,7200,7200,0,1406739120
newcastle,404849.0,-27.757956,29.931803,0,7200,7200,0,1406734200
jixi,403759.0,45.3,130.966667,0,28800,28800,0,1406717100
zanzibar,403670.0,-6.1666667,39.1833333,0,10800,10800,0,1406733900
tonala,401616.0,20.616667,-103.233333,3600,-21600,-18000,0,1406766660
kassala,401514.0,15.4558333,36.3988889,0,10800,10800,0,1406736300
kitwe,400955.0,-12.8166667,28.2,0,7200,7200,0,1406735940
tver,400216.0,56.860491,35.876027,0,14400,14400,0,1406742720
machida,399971.0,35.540278,139.450833,0,32400,32400,0,1406713620
yangjiang,399735.0,21.85,111.966667,0,28800,28800,0,1406718720
tiruppur,397554.0,11.1,77.35,0,19800,19800,0,1406726100
keelung,397516.0,25.1313889,121.7375,0,28800,28800,0,1406716680
villa nueva,397158.0,14.526944,-90.5875,0,-21600,-21600,0,1406766720
manchester,395516.0,53.5,-2.216667,3600,0,3600,0,1406750880
maracay,395412.0,10.2469444,-67.5958333,0,-16200,-16200,0,1406760840
vila velha,394937.0,-20.333333,-40.283333,0,-10800,-10800,0,1406751780
weifang,394732.0,36.71,119.101944,0,28800,28800,0,1406718660
fujisawa,394630.0,35.341944,139.47,0,32400,32400,0,1406713560
oakland,394579.0,37.8044444,-122.2697222,3600,-28800,-25200,0,1406776740
ndola,394559.0,-12.9666667,28.6333333,0,7200,7200,0,1406735820
samsun,394261.0,41.286667,36.33,3600,7200,10800,0,1406739180
kollam,394198.0,8.880556,76.591667,0,19800,19800,0,1406726100
serra,394160.0,-20.116667,-40.3,0,-10800,-10800,0,1406751780
tallinn,394023.0,59.4338889,24.7280556,3600,7200,10800,0,1406746320
bamenda,393871.0,5.9333333,10.1666667,0,3600,3600,0,1406741820
bello,392945.0,6.337315,-75.557951,0,-18000,-18000,0,1406762400
xinpu,392444.0,34.599722,119.159444,0,28800,28800,0,1406718360
sandakan,392332.0,5.8402,118.1179,0,28800,28800,0,1406715900
qandahar,391230.0,31.613323,65.710126,0,16200,16200,0,1406730900
diadema,390641.0,-23.7,-46.616667,0,-10800,-10800,0,1406752980
corrientes,390481.0,-27.480596,-58.834099,0,-10800,-10800,0,1406755560
samut prakan,388921.0,13.600417,100.596778,0,25200,25200,0,1406720700
nampula,388526.0,-15.1197222,39.2647222,0,7200,7200,0,1406733120
bissau,388094.0,11.85,-15.5833333,0,0,0,0,1406748480
iloilo,387748.0,10.696944,122.564444,0,28800,28800,0,1406715180
campos,387422.0,-21.75,-41.3,0,-10800,-10800,0,1406751840
bochum,387061.0,51.483333,7.216667,3600,3600,7200,0,1406748120
misratah,386120.0,32.3783333,15.0905556,0,7200,7200,0,1406743140
maua,386077.0,-23.666667,-46.45,0,-10800,-10800,0,1406752920
abomey-calavi,385823.0,6.45,2.35,0,3600,3600,0,1406743740
toyonaka,384463.0,34.783333,135.466667,0,32400,32400,0,1406714460
honolulu,384241.0,21.3069444,-157.8583333,0,-36000,-36000,0,1406783460
betim,384038.0,-19.966667,-44.216667,0,-10800,-10800,0,1406752740
fukuyama,383302.0,34.483333,133.366667,0,32400,32400,0,1406714940
miami,382894.0,25.7738889,-80.1938889,3600,-18000,-14400,0,1406765220
pasto,382242.0,1.213611,-77.281111,0,-18000,-18000,0,1406762400
tulsa,382005.0,36.1538889,-95.9925,3600,-21600,-18000,0,1406770200
caxias do sul,381277.0,-29.1689,-51.1785,0,-10800,-10800,0,1406753520
nizhniy tagil,381121.0,57.919444,59.965,0,21600,21600,0,1406737320
huancayo,380098.0,-12.0666667,-75.2333333,0,-18000,-18000,0,1406760840
dezhou,379555.0,37.448611,116.2925,0,28800,28800,0,1406719440
palma,378884.0,39.574337,2.655222,3600,3600,7200,0,1406747040
krugersdorp,378833.0,-26.092835,27.790701,0,7200,7200,0,1406734860
panihati,378741.0,22.694167,88.374444,0,19800,19800,0,1406724480
chungho,378389.0,24.9944444,121.4727778,0,28800,28800,0,1406716740
toyohashi,378377.0,34.766667,137.383333,0,32400,32400,0,1406714040
cimahi,378027.0,-6.698333,107.275278,0,25200,25200,0,1406717520
brno,377407.0,49.2,16.633333,3600,3600,7200,0,1406745360
delmas,377194.0,18.5447222,-72.3027778,3600,-18000,-14400,0,1406759040
zhoukou,377061.0,33.633333,114.633333,0,28800,28800,0,1406719320
makiyivka,376607.0,48.047816,37.925764,3600,7200,10800,0,1406740020
kahramanmaras,376247.0,37.584705,36.926405,3600,7200,10800,0,1406738520
nonthaburi,375826.0,13.862167,100.513417,0,25200,25200,0,1406720760
taoyuan,375366.0,24.9869444,121.3055556,0,28800,28800,0,1406716800
tirana,374801.0,41.3275,19.8188889,3600,3600,7200,0,1406743200
sao jose do rio preto,374706.0,-20.8,-49.383333,0,-10800,-10800,0,1406753880
kaunas,374655.0,54.9,23.9,3600,7200,10800,0,1406745000
xuanhua,373422.0,40.610278,115.044722,0,28800,28800,0,1406720160
colorado springs,373072.0,38.8338889,-104.8208333,3600,-25200,-21600,0,1406772720
seremban,372931.0,2.7297,101.9381,0,28800,28800,0,1406719500
ife,372191.0,7.466667,4.566667,0,3600,3600,0,1406743260
pingxiang,372123.0,27.616667,113.85,0,28800,28800,0,1406718840
van,371911.0,38.492393,43.38311,3600,7200,10800,0,1406737080
bobo dioulasso,370809.0,11.2,-4.3,0,0,0,0,1406745720
tel aviv-yafo,370480.0,32.067778,34.764722,3600,7200,10800,0,1406738340
abadan,370220.0,30.3392,48.3043,3600,12600,16200,0,1406734920
minneapolis,367773.0,44.98,-93.2636111,3600,-21600,-18000,0,1406770920
arlington,367535.0,32.7355556,-97.1077778,3600,-21600,-18000,0,1406770080
ahmadnagar,367168.0,19.083333,74.733333,0,19800,19800,0,1406727420
bologna,367168.0,44.483333,11.333333,3600,3600,7200,0,1406745720
dhule,367010.0,20.9,74.783333,0,19800,19800,0,1406727600
olinda,366761.0,-8.016667,-34.85,0,-10800,-10800,0,1406751480
bydgoszcz,366452.0,53.127062,18.019987,3600,3600,7200,0,1406745960
kuantan,366253.0,3.8077,103.326,0,28800,28800,0,1406719260
petare,365959.0,10.4833333,-66.8166667,0,-16200,-16200,0,1406760660
xico,365793.0,19.266667,-98.933333,3600,-21600,-18000,0,1406769120
las palmas,365418.0,28.099727,-15.41343,3600,0,3600,0,1406749920
tetouan,365355.0,35.571091,-5.372424,0,0,0,0,1406752020
larkana,364168.0,27.555082,68.214137,0,18000,18000,0,1406729820
christchurch,363925.0,-43.533333,172.633333,0,43200,43200,0,1406698020
wuppertal,363240.0,51.266667,7.183333,3600,3600,7200,0,1406748060
stavropol,363069.0,45.0428,41.9734,0,14400,14400,0,1406738460
villahermosa,362416.0,17.983333,-92.916667,3600,-21600,-18000,0,1406767560
toyota,362386.0,35.083333,137.15,0,32400,32400,0,1406714100
zhaoqing,361969.0,23.051157,112.459722,0,28800,28800,0,1406718720
bhagalpur,361587.0,25.25,87.0,0,19800,19800,0,1406725080
shekhupura,361408.0,31.713056,73.978333,0,18000,18000,0,1406728920
carapicuiba,361120.0,-23.516667,-46.833333,0,-10800,-10800,0,1406753040
sanchung,360829.0,25.0630556,121.4638889,0,28800,28800,0,1406716740
tamale,360644.0,9.4,-0.8333333,0,0,0,0,1406744700
ulan-ude,360281.0,51.826053,107.609794,0,32400,32400,0,1406724060
lublin,360044.0,51.25,22.566667,3600,3600,7200,0,1406744400
neuquen,359037.0,-38.951606,-68.059102,0,-10800,-10800,0,1406756460
anqing,358661.0,30.509167,117.050556,0,28800,28800,0,1406718420
taraz,358167.0,42.9,71.366667,0,21600,21600,0,1406731080
manizales,357819.0,5.06889,-75.517383,0,-18000,-18000,0,1406762280
sanmenxia,357767.0,34.774722,111.181389,0,28800,28800,0,1406720280
zanjan,357489.0,36.6736,48.4787,3600,12600,16200,0,1406735640
iwaki,357313.0,37.05,140.883333,0,32400,32400,0,1406713500
bacoor,356987.0,14.459027,120.929034,0,28800,28800,0,1406715900
asahikawa,356615.0,43.767778,142.370278,0,32400,32400,0,1406714100
ambon,355607.0,-3.695426,128.181405,0,32400,32400,0,1406712720
tabuk,355469.0,28.399804,36.571505,0,10800,10800,0,1406737500
wichita,355244.0,37.6922222,-97.3372222,3600,-21600,-18000,0,1406770740
samarinda,355223.0,-0.5,117.15,0,28800,28800,0,1406715600
mazatlan,354730.0,23.216667,-106.416667,3600,-25200,-21600,0,1406771280
takatsuki,354472.0,34.85,135.616667,0,32400,32400,0,1406714460
thessaloniki,354291.0,40.6402778,22.9438889,3600,7200,10800,0,1406742300
neiva,352859.0,2.927299,-75.281885,0,-18000,-18000,0,1406762040
okazaki,352364.0,34.916667,137.15,0,32400,32400,0,1406714100
apodaca,352246.0,25.766667,-100.2,3600,-21600,-18000,0,1406770020
vinnytsya,352113.0,49.232776,28.480968,3600,7200,10800,0,1406742540
anshun,351936.0,26.25,105.933333,0,28800,28800,0,1406720580
suita,351634.0,34.75,135.533333,0,32400,32400,0,1406714460
tema,351556.0,5.6166667,-0.0166667,0,0,0,0,1406744220
ixtapaluca,351015.0,19.316667,-98.883333,3600,-21600,-18000,0,1406769120
muzaffarnagar,349741.0,29.466667,77.683333,0,19800,19800,0,1406727780
nuevo laredo,349562.0,27.5,-99.516667,3600,-21600,-18000,0,1406770080
bilbao,349270.0,43.260919,-2.938764,3600,3600,7200,0,1406748960
sanandaj,349200.0,35.3144,46.9923,3600,12600,16200,0,1406735820
latur,348994.0,18.4,76.583333,0,19800,19800,0,1406726940
campina grande,348943.0,-7.216667,-35.883333,0,-10800,-10800,0,1406751780
camaguey,347572.0,21.3808333,-77.9169444,3600,-18000,-14400,0,1406764260
florence,347194.0,43.766667,11.25,3600,3600,7200,0,1406745600
london,346774.0,42.983333,-81.25,3600,-18000,-14400,0,1406767680
chifeng,346654.0,42.268333,118.963611,0,28800,28800,0,1406719500
zurich,346185.0,47.366667,8.55,3600,3600,7200,0,1406746920
astana,345621.0,51.181111,71.427778,0,21600,21600,0,1406732640
belgorod,345293.0,50.610743,36.580152,0,14400,14400,0,1406740860
kusti,345102.0,13.1666667,32.6666667,0,10800,10800,0,1406737020
qitaihe,345033.0,45.8,130.85,0,28800,28800,0,1406717220
doha,344939.0,25.286667,51.533333,0,10800,10800,0,1406733600
turmero,344746.0,10.2333333,-67.4833333,0,-16200,-16200,0,1406760780
arkhangelsk,344603.0,64.5401,40.5433,0,14400,14400,0,1406745180
boma,344522.0,-5.85,13.05,0,3600,3600,0,1406740140
cuernavaca,343785.0,18.916667,-99.25,3600,-21600,-18000,0,1406769180
kurgan,343132.0,55.45,65.333333,0,21600,21600,0,1406735220
santa ana,343054.0,33.7455556,-117.8669444,3600,-28800,-25200,0,1406775180
soledad,342562.0,10.918433,-74.76459,0,-18000,-18000,0,1406762580
zhongshan,342306.0,22.520576,113.382318,0,28800,28800,0,1406718480
piracicaba,342216.0,-22.716667,-47.633333,0,-10800,-10800,0,1406753280
buraydah,341981.0,26.325986,43.974966,0,10800,10800,0,1406735520
nice,341621.0,43.713644,7.25952,3600,3600,7200,0,1406746560
jhang,341311.0,31.306773,72.32814,0,18000,18000,0,1406729280
arusha,341155.0,-3.3666667,36.6833333,0,10800,10800,0,1406734680
ambattur,341078.0,13.076667,80.088611,0,19800,19800,0,1406725620
iseyin,340707.0,7.966667,3.6,0,3600,3600,0,1406743560
koriyama,340563.0,37.4,140.383333,0,32400,32400,0,1406713620
kashiwa,340228.0,35.854444,139.968889,0,32400,32400,0,1406713560
aksu,340020.0,41.123056,80.264444,0,28800,28800,0,1406728560
irapuato,339568.0,20.683333,-101.35,3600,-21600,-18000,0,1406769840
tokorozawa,339441.0,35.786389,139.467778,0,32400,32400,0,1406713620
leicester,339240.0,52.633333,-1.133333,3600,0,3600,0,1406750400
leicester,339240.0,52.664913,-1.034894,3600,0,3600,0,1406750400
kaluga,338982.0,54.529302,36.275415,0,14400,14400,0,1406741940
macapa,338937.0,0.033333,-51.05,0,-10800,-10800,0,1406756040
raleigh,338759.0,35.7719444,-78.6388889,3600,-18000,-14400,0,1406766000
kawagoe,337937.0,35.908611,139.485278,0,32400,32400,0,1406713680
tungi,337620.0,23.89,90.4058333,0,21600,21600,0,1406724120
bellary,336710.0,15.15,76.933333,0,19800,19800,0,1406726580
itaquaquecetuba,336686.0,-23.483333,-46.35,0,-10800,-10800,0,1406752920
san jose,335056.0,9.933333,-84.083333,0,-21600,-21600,0,1406764740
bauru,335031.0,-22.316667,-49.066667,0,-10800,-10800,0,1406753700
fengshan,334443.0,22.6333333,120.35,0,28800,28800,0,1406716800
tieling,333907.0,42.293056,123.841389,0,28800,28800,0,1406718300
anaheim,333689.0,33.8352778,-117.9136111,3600,-28800,-25200,0,1406775180
qazvin,333652.0,36.2797,50.0049,3600,12600,16200,0,1406735220
orel,333310.0,52.965076,36.078495,0,14400,14400,0,1406741580
muzaffarpur,333235.0,26.116667,85.4,0,19800,19800,0,1406725560
kamarhati,332997.0,22.671111,88.374722,0,19800,19800,0,1406724480
wad madani,332752.0,14.4,33.5333333,0,10800,10800,0,1406736900
tucheng,332405.0,24.9833333,121.4333333,0,28800,28800,0,1406716740
vinnitsa,332400.0,49.232776,28.480968,3600,7200,10800,0,1406742540
montes claros,332384.0,-16.716667,-43.866667,0,-10800,-10800,0,1406752920
plovdiv,332088.0,42.15,24.75,3600,7200,10800,0,1406742120
khorramshahr,331254.0,30.4397,48.1664,3600,12600,16200,0,1406734980
cariacica,330681.0,-20.266667,-40.416667,0,-10800,-10800,0,1406751780
mathura,330543.0,27.5,77.683333,0,19800,19800,0,1406727540
bujumbura,330539.0,-3.3761111,29.36,0,7200,7200,0,1406736480
khorramabad,329847.0,33.487778,48.355833,3600,12600,16200,0,1406735280
soyapango,329704.0,13.7347222,-89.1513889,0,-21600,-21600,0,1406766300
patiala,329248.0,30.326667,76.400278,0,19800,19800,0,1406728140
pavlodar,329014.0,52.3,76.95,0,21600,21600,0,1406731620
asfi,328883.0,32.299392,-9.237181,0,0,0,0,1406752560
chandrapur,328377.0,19.95,79.3,0,19800,19800,0,1406726400
pacet,328324.0,-6.750278,107.046667,0,25200,25200,0,1406717520
canoas,328297.0,-29.933333,-51.183333,0,-10800,-10800,0,1406753460
sochi,327613.0,43.599167,39.725689,0,14400,14400,0,1406738760
bielefeld,327198.0,52.033333,8.533333,3600,3600,7200,0,1406747940
yanji,326957.0,42.771389,129.423333,0,28800,28800,0,1406717040
piura,326592.0,-5.2,-80.6333333,0,-18000,-18000,0,1406762700
bhilwara,326454.0,25.35,74.633333,0,19800,19800,0,1406728080
moji das cruzes,325753.0,-23.516667,-46.183333,0,-10800,-10800,0,1406752860
thrissur,325140.0,10.516667,76.216667,0,19800,19800,0,1406726340
brahmapur,324753.0,19.316667,84.783333,0,19800,19800,0,1406725020
tampa,324465.0,27.9472222,-82.4586111,3600,-18000,-14400,0,1406766000
sao vicente,324464.0,-23.966667,-46.383333,0,-10800,-10800,0,1406752860
canberra,324025.0,-35.27603,149.13435,0,36000,36000,0,1406704800
